id,followers_count,friends_count,user,friends
106545556,1652,226,maniserowicz,"2715240931,23846337,722730653880565760,132917679,1264009034,625961791,18782508,706597348793835520,120205981,3747467177,418786621,2513701710,704663168786763776,170950625,285310357,4829868988,168610110,4026752776,300994273,3229188014,4166102247,392981640,1073262668,1265564497,394688246,56648500,396669426,28144903,84323002,213279902,9078822,2938276312,58952953,1169640674,1399959948,374637180,140694654,3647811972,3717238996,3596425637,406242785,18220794,79679666,29173048,2865147016,3233392401,112971731,3387249099,623700982,3366023249,266486772,3300976870,450629388,2788048753,2791808206,350428139,32172516,238619139,602830332,383549221,1257553092,123322249,3088478872,2805336463,3060151126,8067312,3012345129,111048889,3007661705,93269904,3001905892,2718895706,246684223,10784812,2389963022,522303332,100312991,2525277482,121151594,2853903789,585117286,2864241413,1245574332,2842170472,12381352,455911029,346527184,2801951207,82654721,2734461528,227986345,287062571,126397269,51459798,802319622,2752736477,2713847918,168066415,81345757,37350044,1242289483,2425188163,2515332054,25652770,49298586,2513516312,2491599110,28206360,212158817,160312976,1646230885,434130489,2214269968,301669822,32843548,303039955,1424819383,1894378890,2165469164,74507780,102654753,44743780,398290435,964179493,701709530,1863620382,123291599,562252051,334439311,385521880,1454989219,1012058845,609005548,1141517929,1246719607,578705608,19018409,1246121203,1201718238,38679388,512366080,1245409657,39237680,15672358,102132424,35463200,982207279,471855959,59521609,310855503,828581599,885220052,20394065,120063260,455077294,268162206,260109127,229897037,713753718,427755140,404168578,505692180,74399028,236617121,136406675,266877025,516308703,238479807,455964661,258887544,402744578,30915177,396238794,24185454,254446512,21576088,317721815,213564204,209312385,124871810,14459462,275177600,280031092,249321824,24675777,61803562,24506266,105588342,11237552,14767515,248839481,19511112,217139687,16647896,68640790,40811332,85657537,14146294,17362777,60412605,42717395,175799010,23590460,56454278,179151267,110194285,177694265,100596061,102056639,160351442,173532895,50793861,74123293,140091355,38745768,106564207,96829876,17908031,17267675,14285097,10734702,45515619,16218156,14453651,14454642,10735062"
106564207,1109,159,gutek,"2906567125,1488286159,720237938806800385,2326272180,507309896,1138959692,1539473486,1266718178,37740370,7581012,16409781,4233812783,3229188014,2809977904,4166102247,385521880,521714911,300994273,119187151,1265564497,3717238996,227986345,3035150413,3647811972,2785241686,19231320,130116760,1017428432,1303189890,60569826,16063910,310855503,3387249099,112971731,3300976870,2788048753,3293182337,325394059,187872569,3167734591,2513516312,20756274,3180934821,29201720,383549221,3118489234,54765407,2997115445,3060151126,2525277482,2865147016,1073262668,252246019,82654721,123322249,3012345129,514119734,24914741,121403440,2853903789,512366080,1424819383,126397269,455911029,703358826,1646230885,2842170472,2835743152,19481808,14181466,28158486,2775261148,394688246,2713847918,1257553092,14711636,19650488,221182660,30551102,2214269968,14877480,616538986,15740373,2372417198,249955816,802319622,32172516,102654753,982207279,1894378890,15804529,1246121203,22495490,68516882,2165469164,1246719607,1451085920,867747488,1671811,123291599,62513159,6898072,21576088,609005548,1454989219,42394190,1351703234,301669822,491472072,102132424,35463200,14281891,505692180,16913772,885220052,10784812,713753718,625786339,372475592,16647896,477721400,153880527,376677845,15036950,74399028,317721815,213564204,19511112,287062571,209312385,275177600,14285097,262329284,15155074,248815441,38745768,110194285,105588342,124871810,102056639,35226407,24935505,24908105,768197,68640790,9617282,15797140,151860681,56329918,14378113,140091355,17267675,96829876,14881507,45515619,106545556,16665197,5676102,50393960"
