"","commit","repo_owner","repo_name","additions","deletions"
"421",2016-02-29 00:18:56,"lukaszantkowiak","simple-document-manager",0,0
"422",2016-02-29 00:20:34,"lukaszantkowiak","simple-document-manager",0,0
"423",2016-03-01 22:38:08,"lukaszantkowiak","simple-document-manager",44,76
"424",2016-03-01 23:25:48,"lukaszantkowiak","simple-document-manager",3,2
"425",2016-03-07 21:38:25,"lukaszantkowiak","simple-document-manager",322,68
"426",2016-03-14 20:15:34,"lukaszantkowiak","simple-document-manager",511,20
"427",2016-02-02 21:39:22,"pumiko","sloiczki",0,0
"428",2016-02-08 20:22:15,"pumiko","sloiczki",0,0
"429",2016-02-08 20:38:37,"pumiko","sloiczki",0,0
"430",2016-02-08 20:39:47,"pumiko","sloiczki",0,0
"431",2016-02-15 18:03:17,"jurek333","corewars",0,0
"432",2016-02-18 23:06:38,"jurek333","corewars",0,0
"433",2016-03-06 01:11:47,"jurek333","corewars",2,2
"434",2016-03-06 01:13:28,"jurek333","corewars",2,2
"435",2016-03-06 21:51:04,"jurek333","corewars",33,19
"436",2016-03-06 22:19:57,"jurek333","corewars",1,12
"437",2016-03-06 23:25:09,"jurek333","corewars",2,5
"438",2016-03-07 01:09:43,"jurek333","corewars",45,1
"439",2016-03-07 01:59:35,"jurek333","corewars",14,0
"440",2016-03-07 21:09:41,"jurek333","corewars",16,18
"441",2016-03-07 21:32:33,"jurek333","corewars",92,381
"442",2016-03-15 23:38:37,"jurek333","corewars",202,29
"443",2016-03-15 23:50:01,"jurek333","corewars",1,0
"444",2016-03-15 23:58:05,"jurek333","corewars",17,2
"445",2016-02-17 20:53:04,"xxl93","payoff",0,0
"446",2016-02-18 23:14:19,"xxl93","payoff",0,0
"447",2016-02-19 10:54:25,"xxl93","payoff",0,0
"448",2016-02-22 23:02:49,"xxl93","payoff",0,0
"449",2016-02-28 17:18:12,"xxl93","payoff",0,0
"450",2016-02-28 21:04:39,"xxl93","payoff",0,0
"451",2016-03-02 21:43:29,"jstadnicki","isthereanynews",201,0
"452",2016-03-02 22:11:28,"jstadnicki","isthereanynews",21345,0
"453",2016-03-02 23:23:41,"jstadnicki","isthereanynews",555,46
"454",2016-03-06 10:24:13,"jstadnicki","isthereanynews",194,1
"455",2016-03-06 10:51:18,"jstadnicki","isthereanynews",151,70
"456",2016-03-06 10:55:11,"jstadnicki","isthereanynews",21,9
"457",2016-03-06 11:32:37,"jstadnicki","isthereanynews",14,11
"458",2016-03-07 22:18:43,"jstadnicki","isthereanynews",483,70
"459",2016-03-11 20:50:13,"jstadnicki","isthereanynews",297,194
"460",2016-03-11 21:04:16,"jstadnicki","isthereanynews",367,104
"461",2016-03-13 10:57:14,"jstadnicki","isthereanynews",711,203
"462",2016-03-13 12:46:29,"jstadnicki","isthereanynews",178,99
"463",2016-03-13 12:49:20,"jstadnicki","isthereanynews",4,1
"464",2016-03-13 13:34:50,"jstadnicki","isthereanynews",236,116
"465",2016-03-13 20:35:13,"jstadnicki","isthereanynews",699,157
"466",2016-03-13 21:32:38,"jstadnicki","isthereanynews",55,36
"467",2016-03-16 20:35:37,"jstadnicki","isthereanynews",998,25
"468",2016-03-16 23:03:23,"jstadnicki","isthereanynews",257,401
"469",2016-03-17 22:42:28,"jstadnicki","isthereanynews",167,11
"470",2016-02-04 18:02:26,"duszekmestre","mon.messenger",0,0
"471",2016-02-04 18:02:48,"duszekmestre","mon.messenger",0,0
"472",2016-02-04 18:06:34,"duszekmestre","mon.messenger",0,0
"473",2016-02-04 18:10:40,"duszekmestre","mon.messenger",0,0
"474",2016-02-04 18:11:02,"duszekmestre","mon.messenger",0,0
"475",2016-02-04 18:14:46,"duszekmestre","mon.messenger",0,0
"476",2016-02-08 19:13:43,"duszekmestre","mon.messenger",0,0
"477",2016-02-09 00:14:01,"duszekmestre","mon.messenger",0,0
"478",2016-02-09 22:47:05,"duszekmestre","mon.messenger",0,0
"479",2016-02-28 20:32:22,"duszekmestre","mon.messenger",0,0
"480",2016-03-13 09:33:29,"duszekmestre","mon.messenger",20,9
"481",2016-03-16 20:26:14,"duszekmestre","mon.messenger",389,0
"482",2016-02-13 13:40:16,"dkoscielski","mathgame",0,0
"483",2016-02-16 19:31:23,"matma","github-linter",0,0
"484",2016-03-03 21:12:09,"matma","github-linter",42,0
"485",2016-03-05 09:47:00,"matma","github-linter",1,2
"486",2016-03-05 09:56:47,"matma","github-linter",21,0
"487",2016-03-12 10:23:21,"matma","github-linter",2,1
"488",2016-03-12 14:11:54,"matma","github-linter",9,5
"489",2016-03-13 10:29:55,"matma","github-linter",8,9
"490",2016-03-04 23:31:17,"m-wilczynski","localwire.graphinder",1,1
"491",2016-03-05 21:52:08,"m-wilczynski","localwire.graphinder",6,7
"492",2016-03-05 22:33:49,"m-wilczynski","localwire.graphinder",3,0
"493",2016-03-06 16:24:13,"m-wilczynski","localwire.graphinder",182,28
"494",2016-03-06 17:03:39,"m-wilczynski","localwire.graphinder",35,6
"495",2016-03-06 20:58:06,"m-wilczynski","localwire.graphinder",60,11
"496",2016-03-07 00:07:03,"m-wilczynski","localwire.graphinder",118,17
"497",2016-03-07 21:22:02,"m-wilczynski","localwire.graphinder",151,14
"498",2016-03-07 22:02:06,"m-wilczynski","localwire.graphinder",103,11
"499",2016-03-07 22:23:05,"m-wilczynski","localwire.graphinder",24,1
"500",2016-03-07 22:33:24,"m-wilczynski","localwire.graphinder",27,8
"501",2016-03-07 22:52:00,"m-wilczynski","localwire.graphinder",130,10
"502",2016-03-07 23:03:57,"m-wilczynski","localwire.graphinder",26,7
"503",2016-03-08 00:06:54,"m-wilczynski","localwire.graphinder",161,40
"504",2016-03-08 23:41:49,"m-wilczynski","localwire.graphinder",1,1
"505",2016-03-09 22:18:46,"m-wilczynski","localwire.graphinder",4,0
"506",2016-03-09 22:41:03,"m-wilczynski","localwire.graphinder",45,41
"507",2016-03-10 09:56:27,"m-wilczynski","localwire.graphinder",21,0
"508",2016-03-10 10:12:04,"m-wilczynski","localwire.graphinder",6,0
"509",2016-03-11 21:16:11,"m-wilczynski","localwire.graphinder",1,1
"510",2016-03-12 22:18:09,"m-wilczynski","localwire.graphinder",2,142
"511",2016-03-12 22:27:02,"m-wilczynski","localwire.graphinder",2,20
"512",2016-03-12 22:59:44,"m-wilczynski","localwire.graphinder",57,191
"513",2016-03-12 23:11:16,"m-wilczynski","localwire.graphinder",77,28
"514",2016-03-12 23:18:15,"m-wilczynski","localwire.graphinder",40,120
"515",2016-03-12 23:34:01,"m-wilczynski","localwire.graphinder",131,20
"516",2016-03-16 21:00:43,"m-wilczynski","localwire.graphinder",46,1
"517",2016-03-16 21:13:52,"m-wilczynski","localwire.graphinder",52,0
"518",2016-03-16 21:56:00,"m-wilczynski","localwire.graphinder",112,5
"519",2016-03-16 22:01:06,"m-wilczynski","localwire.graphinder",11,1
"520",2016-02-16 21:16:32,"gpks","class_generator",0,0
"521",2016-02-17 08:38:32,"oxbowinc","konkurs",0,0
"522",2016-02-10 07:35:17,"adamskopl","runpigsrun",0,0
"523",2016-02-11 06:54:38,"adamskopl","runpigsrun",0,0
"524",2016-02-11 06:55:37,"adamskopl","runpigsrun",0,0
"525",2016-02-11 07:42:35,"adamskopl","runpigsrun",0,0
"526",2016-02-15 07:41:27,"adamskopl","runpigsrun",0,0
"527",2016-02-17 22:47:10,"adamskopl","runpigsrun",0,0
"528",2016-02-17 22:50:30,"adamskopl","runpigsrun",0,0
"529",2016-02-19 20:21:41,"adamskopl","runpigsrun",0,0
"530",2016-02-19 21:07:46,"adamskopl","runpigsrun",0,0
"531",2016-02-19 21:09:16,"adamskopl","runpigsrun",0,0
"532",2016-02-23 20:30:47,"adamskopl","runpigsrun",0,0
"533",2016-02-24 08:02:58,"adamskopl","runpigsrun",0,0
"534",2016-02-26 19:15:23,"adamskopl","runpigsrun",0,0
"535",2016-02-28 19:48:08,"adamskopl","runpigsrun",0,0
"536",2016-03-04 07:30:33,"adamskopl","runpigsrun",34,13
"537",2016-03-04 07:31:44,"adamskopl","runpigsrun",10,17
"538",2016-03-04 19:54:29,"adamskopl","runpigsrun",24,7
"539",2016-03-09 07:43:04,"adamskopl","runpigsrun",23,21
"540",2016-03-09 07:43:38,"adamskopl","runpigsrun",415,0
"541",2016-03-09 21:49:17,"adamskopl","runpigsrun",26,27
"542",2016-03-10 07:54:37,"adamskopl","runpigsrun",57,21
"543",2016-03-10 20:55:59,"adamskopl","runpigsrun",20,3
"544",2016-03-10 22:02:28,"adamskopl","runpigsrun",16,6
"545",2016-03-10 22:21:24,"adamskopl","runpigsrun",244,173
"546",2016-03-11 07:41:09,"adamskopl","runpigsrun",43,22
"547",2016-03-12 21:21:42,"adamskopl","runpigsrun",60,17
"548",2016-03-13 20:12:56,"adamskopl","runpigsrun",71,23
"549",2016-03-13 20:13:07,"adamskopl","runpigsrun",627,144
"550",2016-03-16 20:54:04,"adamskopl","runpigsrun",58,15
"551",2016-03-16 21:20:42,"adamskopl","runpigsrun",7,3
"552",2016-02-18 16:21:36,"raspi684","simpleshop",0,0
"553",2016-02-18 16:33:07,"raspi684","simpleshop",0,0
"554",2016-02-19 09:30:30,"wildcat89","socialcooking",0,0
"555",2016-02-29 13:54:19,"wildcat89","socialcooking",0,0
"556",2016-03-07 14:48:53,"wildcat89","socialcooking",100155,79
"557",2016-03-08 14:46:05,"wildcat89","socialcooking",92311,7253
"558",2016-03-14 12:10:53,"wildcat89","socialcooking",10301,58585
"559",2016-01-05 22:45:33,"scooletz","rampup",0,0
"560",2016-01-06 22:29:12,"scooletz","rampup",0,0
"561",2016-01-07 20:18:19,"scooletz","rampup",0,0
"562",2016-01-07 22:19:02,"scooletz","rampup",0,0
"563",2016-01-07 22:30:02,"scooletz","rampup",0,0
"564",2016-01-11 20:47:41,"scooletz","rampup",0,0
"565",2016-01-12 20:44:29,"scooletz","rampup",0,0
"566",2016-01-13 16:47:16,"scooletz","rampup",0,0
"567",2016-01-16 17:40:29,"scooletz","rampup",0,0
"568",2016-01-16 18:03:20,"scooletz","rampup",0,0
"569",2016-01-18 18:07:01,"scooletz","rampup",0,0
"570",2016-01-22 14:45:36,"scooletz","rampup",0,0
"571",2016-01-22 15:50:49,"scooletz","rampup",0,0
"572",2016-01-22 15:59:41,"scooletz","rampup",0,0
"573",2016-01-23 07:17:16,"scooletz","rampup",0,0
"574",2016-02-05 07:25:40,"scooletz","rampup",0,0
"575",2016-02-05 21:32:13,"scooletz","rampup",0,0
"576",2016-02-06 07:45:01,"scooletz","rampup",0,0
"577",2016-02-27 06:21:28,"scooletz","rampup",0,0
"578",2016-02-28 06:31:34,"scooletz","rampup",0,0
"579",2016-02-28 07:21:43,"scooletz","rampup",0,0
"580",2016-02-29 23:34:02,"scooletz","rampup",0,0
"581",2016-03-01 00:01:07,"scooletz","rampup",4,5
"582",2016-03-01 20:19:53,"scooletz","rampup",24,12
"583",2016-03-01 20:38:12,"scooletz","rampup",4,1
"584",2016-03-11 18:24:25,"scooletz","rampup",1,1
"585",2016-03-14 06:36:43,"scooletz","rampup",1,1
"586",2016-03-17 06:53:15,"scooletz","rampup",519,20
"587",2016-03-17 06:53:17,"scooletz","rampup",121,68
"588",2016-03-17 06:59:50,"scooletz","rampup",576,24
"589",2016-02-19 15:26:37,"katafrakt","erreka",0,0
"590",2016-02-19 15:28:10,"katafrakt","erreka",0,0
"591",2016-03-04 22:27:58,"katafrakt","erreka",1,3
"592",2016-03-04 22:28:13,"katafrakt","erreka",1,1
"593",2016-03-08 19:18:35,"katafrakt","erreka",1266,0
"594",2016-03-08 21:55:04,"katafrakt","erreka",325,10
"595",2016-03-02 15:58:48,"karolpysklo","vm",1,0
"596",2016-03-02 16:01:34,"karolpysklo","vm",113,0
"597",2016-02-19 22:28:15,"palucki","leauge-explorer",0,0
"598",2016-02-25 17:09:46,"palucki","leauge-explorer",0,0
"599",2016-02-26 14:21:24,"palucki","leauge-explorer",0,0
"600",2016-02-26 14:44:18,"palucki","leauge-explorer",0,0
"601",2016-02-26 14:45:05,"palucki","leauge-explorer",0,0
"602",2016-02-27 11:09:11,"palucki","leauge-explorer",0,0
"603",2016-02-28 00:59:47,"palucki","leauge-explorer",0,0
"604",2016-02-28 10:19:05,"palucki","leauge-explorer",0,0
"605",2016-02-29 22:16:31,"palucki","leauge-explorer",0,0
"606",2016-03-02 21:30:52,"palucki","leauge-explorer",151,128
"607",2016-03-02 21:36:50,"palucki","leauge-explorer",1,0
"608",2016-03-02 21:37:30,"palucki","leauge-explorer",1,1
"609",2016-03-02 21:42:11,"palucki","leauge-explorer",1,0
"610",2016-03-02 21:43:07,"palucki","leauge-explorer",0,1742
"611",2016-03-03 23:02:54,"palucki","leauge-explorer",99,59
"612",2016-03-04 23:43:06,"palucki","leauge-explorer",56,21
"613",2016-03-05 19:21:10,"palucki","leauge-explorer",302,35
"614",2016-03-10 10:46:01,"palucki","leauge-explorer",93,67
"615",2016-03-10 10:48:36,"palucki","leauge-explorer",10,1
"616",2016-03-13 17:32:11,"palucki","leauge-explorer",284,113
"617",2016-03-16 22:02:18,"palucki","leauge-explorer",172,24
"618",2016-02-20 10:41:10,"kkokosa","memoryvisualizer",0,0
"619",2016-03-02 10:19:49,"kkokosa","memoryvisualizer",4,0
"620",2016-02-20 16:13:32,"slavianua","justengine2d",0,0
"621",2016-02-20 16:19:36,"slavianua","justengine2d",0,0
"622",2016-02-24 11:40:28,"slavianua","justengine2d",0,0
"623",2016-02-24 13:28:58,"slavianua","justengine2d",0,0
"624",2016-02-24 13:29:38,"slavianua","justengine2d",0,0
"625",2016-02-24 13:31:26,"slavianua","justengine2d",0,0
"626",2016-02-24 14:29:18,"slavianua","justengine2d",0,0
"627",2016-02-25 15:06:44,"slavianua","justengine2d",0,0
"628",2016-02-25 15:13:15,"slavianua","justengine2d",0,0
"629",2016-02-26 10:35:15,"slavianua","justengine2d",0,0
"630",2016-02-26 10:38:29,"slavianua","justengine2d",0,0
"631",2016-02-28 14:12:39,"slavianua","justengine2d",0,0
"632",2016-03-03 14:16:01,"slavianua","justengine2d",829,0
"633",2016-03-03 14:18:19,"slavianua","justengine2d",9,723
"634",2016-03-04 08:14:34,"slavianua","justengine2d",140,90
"635",2016-03-04 16:47:24,"slavianua","justengine2d",31,19
"636",2016-03-04 16:49:36,"slavianua","justengine2d",34,17
"637",2016-03-04 16:49:55,"slavianua","justengine2d",0,0
"638",2016-03-05 11:53:47,"slavianua","justengine2d",90,52
"639",2016-03-05 11:55:08,"slavianua","justengine2d",0,27
"640",2016-03-05 16:06:21,"slavianua","justengine2d",184,398
"641",2016-03-05 16:10:16,"slavianua","justengine2d",29,2
"642",2016-03-05 16:36:04,"slavianua","justengine2d",92,17
"643",2016-03-05 18:02:28,"slavianua","justengine2d",4,10
"644",2016-03-06 16:17:44,"slavianua","justengine2d",1,2
"645",2016-03-13 16:44:11,"slavianua","justengine2d",554,798
"646",2016-03-13 16:44:57,"slavianua","justengine2d",0,0
"647",2016-03-17 19:39:39,"slavianua","justengine2d",495,198
"648",2016-03-18 13:47:04,"slavianua","justengine2d",1,1
"649",2016-03-18 15:23:40,"slavianua","justengine2d",111,14
"650",2016-02-18 12:49:22,"bodolsog","greenwave",0,0
"651",2016-03-07 07:36:40,"bodolsog","greenwave",293,0
"652",2016-03-13 22:37:00,"bodolsog","greenwave",1,0
"653",2016-03-15 13:17:18,"bodolsog","greenwave",28,4
"654",2016-03-15 13:18:48,"bodolsog","greenwave",1,1
"655",2016-01-09 12:42:46,"migellal","elementarz",0,0
"656",2016-01-09 12:59:58,"migellal","elementarz",0,0
"657",2016-02-07 13:17:05,"migellal","elementarz",0,0
"658",2016-02-07 13:24:12,"migellal","elementarz",0,0
"659",2016-02-07 13:25:35,"migellal","elementarz",0,0
"660",2015-11-11 20:50:40,"michal-franc","overseer",0,0
"661",2015-11-11 20:52:48,"michal-franc","overseer",0,0
"662",2015-11-11 22:43:05,"michal-franc","overseer",0,0
"663",2016-02-20 23:35:05,"michal-franc","overseer",0,0
"664",2016-02-21 22:58:51,"michal-franc","overseer",0,0
"665",2016-02-22 00:55:09,"michal-franc","overseer",0,0
"666",2016-02-25 00:58:39,"michal-franc","overseer",0,0
"667",2016-02-25 00:58:46,"michal-franc","overseer",0,0
"668",2016-02-25 00:58:55,"michal-franc","overseer",0,0
"669",2016-02-25 00:59:08,"michal-franc","overseer",0,0
"670",2016-02-25 00:59:13,"michal-franc","overseer",0,0
"671",2016-02-25 23:05:24,"michal-franc","overseer",0,0
"672",2016-02-25 23:21:50,"michal-franc","overseer",0,0
"673",2016-02-25 23:21:54,"michal-franc","overseer",0,0
"674",2016-02-28 20:35:17,"michal-franc","overseer",0,0
"675",2016-02-28 20:35:31,"michal-franc","overseer",0,0
"676",2016-02-28 20:36:04,"michal-franc","overseer",0,0
"677",2016-03-01 23:37:07,"michal-franc","overseer",2,3
"678",2016-03-03 00:40:41,"michal-franc","overseer",21,16
"679",2016-03-03 01:00:17,"michal-franc","overseer",19,15
"680",2016-03-05 23:26:02,"michal-franc","overseer",1,1
"681",2016-03-05 23:26:11,"michal-franc","overseer",3,1
"682",2016-03-05 23:26:22,"michal-franc","overseer",9,0
"683",2016-03-05 23:26:40,"michal-franc","overseer",110,47
"684",2016-03-05 23:26:53,"michal-franc","overseer",17,22
"685",2016-03-05 23:27:17,"michal-franc","overseer",14,5
"686",2016-03-10 22:58:51,"michal-franc","overseer",52,47
"687",2016-03-10 23:36:04,"michal-franc","overseer",9,8
"688",2016-02-21 15:48:04,"donpiekarz","bocianiegniazdo",0,0
"689",2016-02-24 21:18:39,"donpiekarz","bocianiegniazdo",0,0
"690",2016-02-24 21:33:34,"donpiekarz","bocianiegniazdo",0,0
"691",2016-02-24 21:52:39,"donpiekarz","bocianiegniazdo",0,0
"692",2016-02-24 21:53:22,"donpiekarz","bocianiegniazdo",0,0
"693",2016-03-01 20:42:28,"donpiekarz","bocianiegniazdo",23,1
"694",2016-03-01 21:31:32,"donpiekarz","bocianiegniazdo",5,1
"695",2016-03-05 22:29:04,"donpiekarz","bocianiegniazdo",2,1
"696",2016-03-05 22:32:59,"donpiekarz","bocianiegniazdo",11,1
"697",2016-02-21 19:21:19,"piotrwandycz","flyen-shoot",0,0
"698",2016-03-01 20:18:18,"piotrwandycz","flyen-shoot",5,0
"699",2016-03-01 20:20:22,"piotrwandycz","flyen-shoot",2098,0
"700",2016-03-02 21:13:52,"piotrwandycz","flyen-shoot",274,1
"701",2016-03-03 20:03:24,"piotrwandycz","flyen-shoot",73,2
"702",2016-03-03 23:42:23,"piotrwandycz","flyen-shoot",16,4
"703",2016-03-07 21:35:16,"piotrwandycz","flyen-shoot",281,62
"704",2016-03-13 20:11:49,"piotrwandycz","flyen-shoot",195,77
"705",2016-03-14 22:02:30,"piotrwandycz","flyen-shoot",46,2
"706",2016-03-15 22:47:11,"piotrwandycz","flyen-shoot",87,5
"707",2016-03-17 20:14:55,"piotrwandycz","flyen-shoot",52,51
"708",2016-02-21 19:33:31,"adamszneider","trainingplanner",0,0
"709",2016-02-21 18:19:23,"wwalentynowiczdev","multiperceptron-lab",0,0
"710",2016-02-22 13:26:55,"maciejkorsan","officer-pi",0,0
"711",2016-03-10 21:17:57,"jaryn91","pokerwebsite",236,0
"712",2016-03-10 21:20:59,"jaryn91","pokerwebsite",23100,0
"713",2016-02-23 19:33:26,"r-hryniewski","yumyum",0,0
"714",2016-03-03 15:40:01,"r-hryniewski","yumyum",41945,13
"715",2016-03-04 11:49:29,"r-hryniewski","yumyum",8,9
"716",2016-03-04 12:11:04,"r-hryniewski","yumyum",83,12
"717",2016-03-04 18:51:33,"r-hryniewski","yumyum",93,27
"718",2016-03-06 12:38:14,"r-hryniewski","yumyum",18,14
"719",2016-03-10 07:33:29,"r-hryniewski","yumyum",101,1
"720",2016-03-17 19:29:32,"r-hryniewski","yumyum",94,34
"721",2015-09-17 23:15:22,"jgrzybowski","jobtracker",0,0
"722",2015-09-24 19:55:56,"jgrzybowski","jobtracker",0,0
"723",2015-09-27 00:48:09,"jgrzybowski","jobtracker",0,0
"724",2015-09-27 02:10:12,"jgrzybowski","jobtracker",0,0
"725",2015-09-28 23:45:50,"jgrzybowski","jobtracker",0,0
"726",2015-09-29 14:30:30,"jgrzybowski","jobtracker",0,0
"727",2015-09-30 17:44:15,"jgrzybowski","jobtracker",0,0
"728",2015-09-30 19:45:11,"jgrzybowski","jobtracker",0,0
"729",2015-09-30 19:46:20,"jgrzybowski","jobtracker",0,0
"730",2015-09-30 19:47:22,"jgrzybowski","jobtracker",0,0
"731",2015-09-30 20:09:54,"jgrzybowski","jobtracker",0,0
"732",2015-09-30 20:10:20,"jgrzybowski","jobtracker",0,0
"733",2015-10-01 14:18:44,"jgrzybowski","jobtracker",0,0
"734",2015-10-02 14:36:13,"jgrzybowski","jobtracker",0,0
"735",2015-10-05 18:05:21,"jgrzybowski","jobtracker",0,0
"736",2015-10-05 18:05:52,"jgrzybowski","jobtracker",0,0
"737",2015-10-06 22:10:16,"jgrzybowski","jobtracker",0,0
"738",2015-10-06 22:54:59,"jgrzybowski","jobtracker",0,0
"739",2015-10-07 00:13:16,"jgrzybowski","jobtracker",0,0
"740",2015-10-07 00:15:49,"jgrzybowski","jobtracker",0,0
"741",2015-10-07 22:37:06,"jgrzybowski","jobtracker",0,0
"742",2015-10-07 22:38:14,"jgrzybowski","jobtracker",0,0
"743",2015-10-07 23:47:12,"jgrzybowski","jobtracker",0,0
"744",2015-10-22 23:21:07,"jgrzybowski","jobtracker",0,0
"745",2015-10-23 01:05:49,"jgrzybowski","jobtracker",0,0
"746",2015-10-23 01:16:30,"jgrzybowski","jobtracker",0,0
"747",2015-10-23 01:24:19,"jgrzybowski","jobtracker",0,0
"748",2015-10-23 01:24:58,"jgrzybowski","jobtracker",0,0
"749",2015-10-23 21:44:28,"jgrzybowski","jobtracker",0,0
"750",2016-02-23 20:27:43,"yyystek","db",0,0
"751",2016-02-23 14:06:40,"slawciu","rzeczybezinternetu",0,0
"752",2016-03-03 08:55:08,"slawciu","rzeczybezinternetu",261,0
"753",2016-03-17 14:30:21,"slawciu","rzeczybezinternetu",477,0
"754",2016-03-17 14:55:02,"slawciu","rzeczybezinternetu",25,1
"755",2016-03-17 18:57:16,"slawciu","rzeczybezinternetu",86,70
"756",2016-03-17 18:57:47,"slawciu","rzeczybezinternetu",93,74
"757",2016-03-17 18:58:35,"slawciu","rzeczybezinternetu",98,72
"758",2016-03-17 19:00:03,"slawciu","rzeczybezinternetu",1,0
"759",2016-03-17 21:06:43,"slawciu","rzeczybezinternetu",275,0
"760",2016-03-17 21:07:35,"slawciu","rzeczybezinternetu",230,0
"761",2016-03-18 08:47:54,"slawciu","rzeczybezinternetu",9,1
"762",2016-03-18 08:48:18,"slawciu","rzeczybezinternetu",783,216
"763",2016-03-18 08:49:36,"slawciu","rzeczybezinternetu",4,4
"764",2016-02-23 19:20:13,"filipplotnicki","fogvis",0,0
"765",2016-02-15 21:37:52,"ukaszjankowski","marble",0,0
"766",2016-02-27 07:05:28,"manio143","sharpoffice",0,0
"767",2016-02-27 07:07:12,"manio143","sharpoffice",0,0
"768",2016-02-27 07:09:42,"manio143","sharpoffice",0,0
"769",2016-02-27 07:14:36,"manio143","sharpoffice",0,0
"770",2016-02-27 20:21:41,"manio143","sharpoffice",0,0
"771",2016-02-27 20:22:16,"manio143","sharpoffice",0,0
"772",2016-02-27 20:37:24,"manio143","sharpoffice",0,0
"773",2016-02-29 21:44:32,"manio143","sharpoffice",0,0
"774",2016-02-29 21:48:40,"manio143","sharpoffice",0,0
"775",2016-02-29 21:49:06,"manio143","sharpoffice",0,0
"776",2016-03-02 10:02:52,"manio143","sharpoffice",196,67
"777",2016-03-03 20:41:07,"manio143","sharpoffice",83,7
"778",2016-03-03 20:43:21,"manio143","sharpoffice",52,1
"779",2016-03-03 21:14:10,"manio143","sharpoffice",66,1
"780",2016-03-09 16:14:46,"manio143","sharpoffice",26,1
"781",2016-03-09 20:56:46,"manio143","sharpoffice",11,3
"782",2016-03-09 21:32:17,"manio143","sharpoffice",90,27
"783",2016-03-10 07:48:46,"manio143","sharpoffice",32,0
"784",2016-03-10 08:11:32,"manio143","sharpoffice",16,8
"785",2016-03-10 18:26:32,"manio143","sharpoffice",25,104
"786",2016-03-10 18:33:07,"manio143","sharpoffice",1,1
"787",2016-03-10 19:42:01,"manio143","sharpoffice",10249,0
"788",2016-03-10 19:43:41,"manio143","sharpoffice",21,0
"789",2016-03-10 19:51:46,"manio143","sharpoffice",33,5
"790",2016-03-10 19:52:07,"manio143","sharpoffice",16,6
"791",2016-03-10 20:28:07,"manio143","sharpoffice",13,2
"792",2016-03-15 20:20:30,"manio143","sharpoffice",149,0
"793",2016-03-16 17:14:38,"manio143","sharpoffice",20,3
"794",2016-03-16 18:38:49,"manio143","sharpoffice",93,10
"795",2016-03-16 18:47:34,"manio143","sharpoffice",0,0
"796",2016-02-23 22:39:49,"swistak35","symmetrical-chainsaw",0,0
"797",2016-02-23 22:40:45,"swistak35","symmetrical-chainsaw",0,0
"798",2016-03-04 20:48:44,"swistak35","symmetrical-chainsaw",7845,0
"799",2016-03-04 21:00:10,"swistak35","symmetrical-chainsaw",1,1
"800",2016-03-04 22:07:38,"swistak35","symmetrical-chainsaw",3,0
"801",2016-03-04 23:12:55,"swistak35","symmetrical-chainsaw",3310,0
"802",2016-03-05 00:19:45,"swistak35","symmetrical-chainsaw",101,0
"803",2016-03-05 00:25:25,"swistak35","symmetrical-chainsaw",7,0
"804",2016-03-05 00:33:35,"swistak35","symmetrical-chainsaw",3,0
"805",2016-03-05 00:40:35,"swistak35","symmetrical-chainsaw",0,0
"806",2016-03-05 00:42:58,"swistak35","symmetrical-chainsaw",3,0
"807",2016-03-05 01:00:30,"swistak35","symmetrical-chainsaw",5,0
"808",2016-03-05 01:01:51,"swistak35","symmetrical-chainsaw",1,1
"809",2016-03-05 01:03:41,"swistak35","symmetrical-chainsaw",1,1
"810",2016-03-05 01:48:32,"swistak35","symmetrical-chainsaw",10,4
"811",2016-03-05 01:51:29,"swistak35","symmetrical-chainsaw",1,1
"812",2016-03-05 02:19:36,"swistak35","symmetrical-chainsaw",4,4
"813",2016-03-05 02:23:14,"swistak35","symmetrical-chainsaw",1,0
"814",2016-03-05 10:42:50,"swistak35","symmetrical-chainsaw",1,1
"815",2016-03-05 10:50:11,"swistak35","symmetrical-chainsaw",9,3
"816",2016-03-05 13:21:43,"swistak35","symmetrical-chainsaw",2,0
"817",2016-02-23 22:50:47,"mrcmatuszak","postie",0,0
"818",2016-03-06 17:45:52,"mdikkii","familiadadsp",730,0
"819",2016-03-06 18:08:34,"mdikkii","familiadadsp",5,0
"820",2016-02-24 07:57:26,"mkubasz","truechat",0,0
"821",2016-03-02 22:00:19,"mkubasz","truechat",528,0
"822",2016-03-15 23:12:57,"mkubasz","truechat",668,23
"823",2016-03-10 01:45:17,"kubaszumiato","dotnetvideos",155,99
"824",2016-03-10 01:46:40,"kubaszumiato","dotnetvideos",4,3
"825",2016-03-10 01:47:45,"kubaszumiato","dotnetvideos",1,1
"826",2016-03-10 02:03:53,"kubaszumiato","dotnetvideos",132,111
"827",2016-03-10 02:04:43,"kubaszumiato","dotnetvideos",1,0
"828",2016-03-10 02:06:06,"kubaszumiato","dotnetvideos",1,1
"829",2016-03-10 02:09:40,"kubaszumiato","dotnetvideos",28,1
"830",2016-03-10 02:10:57,"kubaszumiato","dotnetvideos",2,2
"831",2016-03-10 02:12:23,"kubaszumiato","dotnetvideos",1,1
"832",2016-03-10 02:13:08,"kubaszumiato","dotnetvideos",1,0
"833",2016-03-10 02:15:20,"kubaszumiato","dotnetvideos",10,1
