date,id,source,type
2016-05-16,0,chyla,proj
2016-05-16,0,chyla,proj
2016-05-16,0,chyla,proj
2016-05-16,0,chyla,proj
2016-05-16,0,chyla,proj
2016-05-16,0,chyla,proj
2016-05-16,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-17,0,chyla,proj
2016-05-18,0,chyla,proj
2016-05-18,0,chyla,proj
2016-05-19,0,chyla,proj
2016-03-11,0,chyla,proj
2016-03-11,0,chyla,proj
2016-03-11,0,chyla,proj
2016-03-14,0,chyla,proj
2016-03-15,0,chyla,proj
2016-03-20,0,chyla,proj
2016-03-20,0,chyla,proj
2016-03-20,0,chyla,proj
2016-03-27,0,chyla,proj
2016-03-27,0,chyla,proj
2016-04-02,0,chyla,proj
2016-04-02,0,chyla,proj
2016-04-02,0,chyla,proj
2016-04-02,0,chyla,proj
2016-04-02,0,chyla,proj
2016-04-02,0,chyla,proj
2016-04-02,0,chyla,proj
2016-04-03,0,chyla,proj
2016-04-04,0,chyla,proj
2016-04-04,0,chyla,proj
2016-04-05,0,chyla,proj
2016-04-05,0,chyla,proj
2016-04-05,0,chyla,proj
2016-04-05,0,chyla,proj
2016-04-05,0,chyla,proj
2016-04-05,0,chyla,proj
2016-04-05,0,chyla,proj
2016-04-05,0,chyla,proj
2016-04-05,0,chyla,proj
2016-04-05,0,chyla,proj
2016-04-06,0,chyla,proj
2016-04-06,0,chyla,proj
2016-04-06,0,chyla,proj
2016-04-06,0,chyla,proj
2016-04-07,0,chyla,proj
2016-04-08,0,chyla,proj
2016-04-09,0,chyla,proj
2016-04-11,0,chyla,proj
2016-04-11,0,chyla,proj
2016-04-12,0,chyla,proj
2016-04-12,0,chyla,proj
2016-04-12,0,chyla,proj
2016-04-13,0,chyla,proj
2016-04-13,0,chyla,proj
2016-04-14,0,chyla,proj
2016-04-15,0,chyla,proj
2016-04-15,0,chyla,proj
2016-04-15,0,chyla,proj
2016-04-16,0,chyla,proj
2016-04-16,0,chyla,proj
2016-04-16,0,chyla,proj
2016-04-17,0,chyla,proj
2016-04-19,0,chyla,proj
2016-04-19,0,chyla,proj
2016-04-20,0,chyla,proj
2016-04-20,0,chyla,proj
2016-04-20,0,chyla,proj
2016-04-20,0,chyla,proj
2016-04-20,0,chyla,proj
2016-04-21,0,chyla,proj
2016-04-21,0,chyla,proj
2016-04-21,0,chyla,proj
2016-04-21,0,chyla,proj
2016-04-21,0,chyla,proj
2016-04-22,0,chyla,proj
2016-04-22,0,chyla,proj
2016-04-22,0,chyla,proj
2016-04-22,0,chyla,proj
2016-04-22,0,chyla,proj
2016-04-22,0,chyla,proj
2016-04-22,0,chyla,proj
2016-04-22,0,chyla,proj
2016-04-22,0,chyla,proj
2016-04-22,0,chyla,proj
2016-04-24,0,chyla,proj
2016-04-26,0,chyla,proj
2016-04-26,0,chyla,proj
