,url,day,month,year
356,http://perceptrons.prv.pl/feed/,18.0,2.0,2016.0
357,http://perceptrons.prv.pl/feed/,15.0,2.0,2016.0
358,https://dotnetcoder.wordpress.com/feed/,23.0,3.0,2016.0
359,https://dotnetcoder.wordpress.com/feed/,21.0,3.0,2016.0
360,https://dotnetcoder.wordpress.com/feed/,18.0,3.0,2016.0
361,https://dotnetcoder.wordpress.com/feed/,15.0,3.0,2016.0
362,https://dotnetcoder.wordpress.com/feed/,12.0,3.0,2016.0
363,https://dotnetcoder.wordpress.com/feed/,10.0,3.0,2016.0
364,https://dotnetcoder.wordpress.com/feed/,4.0,3.0,2016.0
365,https://dotnetcoder.wordpress.com/feed/,1.0,3.0,2016.0
366,http://jakubskoczen.pl/feed/,20.0,3.0,2016.0
367,http://jakubskoczen.pl/feed/,16.0,3.0,2016.0
368,http://jakubskoczen.pl/feed/,11.0,3.0,2016.0
369,http://jakubskoczen.pl/feed/,8.0,3.0,2016.0
370,http://jakubskoczen.pl/feed/,6.0,3.0,2016.0
371,http://jakubskoczen.pl/feed/,3.0,3.0,2016.0
372,http://jakubskoczen.pl/feed/,1.0,3.0,2016.0
373,http://jakubskoczen.pl/feed/,25.0,2.0,2016.0
374,http://jakubskoczen.pl/feed/,11.0,1.0,2016.0
375,http://krzysztofzawistowski.azurewebsites.net/?feed=rss2,23.0,3.0,2016.0
376,http://krzysztofzawistowski.azurewebsites.net/?feed=rss2,19.0,3.0,2016.0
377,http://krzysztofzawistowski.azurewebsites.net/?feed=rss2,17.0,3.0,2016.0
378,http://krzysztofzawistowski.azurewebsites.net/?feed=rss2,13.0,3.0,2016.0
379,http://krzysztofzawistowski.azurewebsites.net/?feed=rss2,7.0,3.0,2016.0
380,http://krzysztofzawistowski.azurewebsites.net/?feed=rss2,3.0,3.0,2016.0
381,http://krzysztofzawistowski.azurewebsites.net/?feed=rss2,13.0,2.0,2016.0
382,https://brinf.wordpress.com/feed/,25.0,3.0,2016.0
383,https://brinf.wordpress.com/feed/,20.0,3.0,2016.0
384,https://brinf.wordpress.com/feed/,18.0,3.0,2016.0
385,https://brinf.wordpress.com/feed/,15.0,3.0,2016.0
386,https://brinf.wordpress.com/feed/,12.0,3.0,2016.0
387,https://brinf.wordpress.com/feed/,10.0,3.0,2016.0
388,https://brinf.wordpress.com/feed/,9.0,3.0,2016.0
389,https://brinf.wordpress.com/feed/,5.0,3.0,2016.0
390,https://brinf.wordpress.com/feed/,17.0,10.0,2015.0
391,https://brinf.wordpress.com/feed/,12.0,10.0,2015.0
392,https://devblog.dymel.pl/feed/,25.0,3.0,2016.0
393,https://devblog.dymel.pl/feed/,22.0,3.0,2016.0
